iter	Logloss
218	0.07527748553
219	0.07512098279
220	0.07484091955
221	0.07473496401
222	0.07468799414
223	0.07463251694
224	0.07458129722
225	0.07450839851
226	0.07433338698
227	0.07425087787
228	0.07413173808
229	0.0738931992
230	0.07384311419
231	0.0736356588
232	0.07340515392
233	0.07335196634
234	0.07323812484
235	0.07318334301
236	0.07312343524
237	0.07299756867
238	0.07289553836
239	0.0728507105
240	0.07270842661
241	0.07254992507
242	0.07250446228
243	0.07245881929
244	0.07236672301
245	0.07218014256
246	0.07211509105
247	0.07202433221
248	0.07174081617
249	0.07169447476
250	0.07161790581
251	0.07154107994
252	0.07146856324
253	0.07142384576
254	0.07137942128
255	0.07125893081
256	0.07117136175
257	0.0711259382
258	0.07099439096
259	0.07095489815
260	0.07090329465
261	0.07080720037
262	0.07076453307
263	0.07072073986
264	0.070598647
265	0.07054319344
266	0.07041449247
267	0.07029051001
268	0.07024676007
269	0.07019790754
270	0.07016187214
271	0.06999883402
272	0.06995873204
273	0.06992536474
274	0.06988042492
275	0.06977219764
276	0.06968490769
277	0.06964936498
278	0.06961108174
279	0.06945647859
280	0.06937111269
281	0.06933693688
282	0.06928222064
283	0.06924800273
284	0.06920495423
285	0.06917382984
286	0.06913974501
287	0.06909247703
288	0.06902641351
289	0.06889204856
290	0.06881186867
291	0.06875343119
292	0.06867457689
293	0.06863431112
294	0.06860154391
295	0.06856715965
296	0.06852678113
297	0.06846495896
298	0.0683440455
299	0.06829746128
300	0.06823046362
301	0.0680897553
302	0.06806025537
303	0.06793882259
304	0.06767313164
305	0.06764335862
306	0.06738940519
307	0.06735693599
308	0.06730294523
309	0.06716946636
310	0.0671404832
311	0.06710727773
312	0.06700247391
313	0.06697039301
314	0.06690632013
315	0.0668155953
316	0.06671915667
317	0.06668416779
318	0.06665142907
319	0.06658251619
320	0.06651276845
321	0.06647659577
322	0.06642045562
323	0.0663922151
324	0.06630896708
325	0.06627105372
326	0.06624303719
327	0.06620530772
328	0.06615900567
329	0.06613163015
330	0.06599961124
331	0.06597110852
332	0.06594601453
333	0.06584948553
334	0.06570579048
335	0.06563955378
336	0.06561297824
337	0.06556963166
338	0.06553852156
339	0.06550558168
340	0.06547802566
341	0.06545087774
342	0.06538244809
343	0.06523860974
344	0.06519374382
345	0.06516821624
346	0.06512985984
347	0.06510355822
348	0.06503142527
349	0.06500502546
350	0.06491964118
351	0.06489473369
352	0.06485319508
353	0.06482385194
354	0.06474919444
355	0.06472186791
356	0.06469679826
357	0.06459736454
358	0.06452689323
359	0.06443780339
360	0.06441304876
361	0.06438859088
362	0.06429946946
363	0.06420374924
364	0.06417326458
365	0.0641501038
366	0.06406851608
367	0.06395954796
368	0.06392776479
369	0.06390361958
370	0.06373228899
371	0.06370216382
372	0.0636163362
373	0.06359133014
374	0.06353191621
375	0.06347061137
376	0.06344565539
377	0.0634215142
378	0.06329637921
379	0.06323945119
380	0.06321051019
381	0.06303081027
382	0.0629996647
383	0.06297188895
384	0.06294644926
385	0.06292302233
386	0.06284933334
387	0.06282752167
388	0.06279845316
389	0.06273489502
390	0.06265356358
391	0.06250289668
392	0.06248207556
393	0.0624467626
394	0.06242501259
395	0.06238152097
396	0.06236017973
397	0.06233734401
398	0.06227955499
399	0.06219728133
400	0.06212476691
401	0.06203922386
402	0.06201816169
403	0.06198631305
404	0.06195804154
405	0.06193020047
406	0.06177265948
407	0.06171103667
408	0.06162047448
409	0.06158556062
410	0.06152240514
411	0.06147946283
412	0.06145545385
413	0.06143366348
414	0.06140238948
415	0.06137420878
416	0.06132220239
417	0.06121945384
418	0.06118412684
419	0.06106981417
420	0.0609957907
421	0.06097575599
422	0.06093459723
423	0.06091663152
424	0.06088591938
425	0.06086262293
426	0.06078037917
427	0.06060990868
428	0.0605910049
429	0.0605663293
430	0.06054084923
431	0.06044119269
432	0.06041943952
433	0.06039832389
434	0.06037900165
435	0.06032806787
436	0.0602345878
437	0.0602157926
438	0.06018060526
439	0.06015537464
440	0.06012582778
441	0.06010560145
442	0.05999180677
443	0.05996544626
444	0.05993436171
445	0.05987663842
446	0.05984438081
447	0.05977839548
448	0.05974773742
449	0.05971265327
450	0.05968750331
451	0.0596680088
452	0.05965044719
453	0.05954021274
454	0.05951413016
455	0.05949435617
456	0.05946390929
457	0.05940455303
458	0.05938346643
459	0.05933405118
460	0.05927540429
461	0.05925348256
462	0.05922560525
463	0.05920441978
464	0.05911715763
465	0.05906109557
466	0.05903158104
467	0.05899614581
468	0.05897783468
469	0.05895362383
470	0.05892088471
471	0.05887461418
472	0.05881467172
473	0.05874448642
474	0.05872412863
475	0.05866866314
476	0.05861885158
477	0.05859331044
478	0.05855854041
479	0.05853893914
480	0.05844751925
481	0.05842268864
482	0.0584057058
483	0.05836998584
484	0.05834348001
485	0.0582708429
486	0.05824468515
487	0.05816641026
488	0.05806211819
489	0.05804198131
490	0.05795053426
491	0.05792831924
492	0.05790396781
493	0.0578594283
494	0.05780337548
495	0.05777908143
496	0.0577606637
497	0.05771624434
498	0.05766397321
499	0.057595484
500	0.05757569808
501	0.0574942981
502	0.05747062427
503	0.05744688805
504	0.0574297382
505	0.05737241337
506	0.05735610654
507	0.05733614354
508	0.05730956874
509	0.0572553254
510	0.05723084684
511	0.05721126932
512	0.05719548371
513	0.05711559264
514	0.05710112312
515	0.05703717045
516	0.05699047205
517	0.0569331779
518	0.05690649469
519	0.05683793424
520	0.05681929479
521	0.05679564891
522	0.05677871227
523	0.05673274142
524	0.05670215656
525	0.05668350758
526	0.05664429498
527	0.05657790832
528	0.05654508618
529	0.05652595815
530	0.05650487404
531	0.05647298736
532	0.05642856116
533	0.05641071658
534	0.05638609911
535	0.05629908268
536	0.05624081858
537	0.05622322519
538	0.05620346225
539	0.0561558465
540	0.05613348671
541	0.05607994265
542	0.0560631801
543	0.05604740427
544	0.05602801636
545	0.05598357355
546	0.05595908352
547	0.05586447214
548	0.05585060012
549	0.0557907963
550	0.05577357129
551	0.05574598968
552	0.05572978086
553	0.05568571
554	0.05565963857
555	0.05555597377
556	0.05548704193
557	0.05545922994
558	0.05543454521
559	0.05541966155
560	0.05540386472
561	0.05533461766
562	0.05522732919
563	0.05515853666
564	0.05513843294
565	0.0551241384
566	0.05497658001
567	0.05495472457
568	0.05492330653
569	0.05490698771
570	0.05488801127
571	0.05486887263
572	0.05479565885
573	0.05478050485
574	0.05476836815
575	0.05475002561
576	0.05473788052
577	0.05472527906
578	0.05470286247
579	0.05468632463
580	0.05466645547
581	0.05465418077
582	0.05463923378
583	0.0546251114
584	0.05460850927
585	0.05459627691
586	0.05453645143
587	0.05452176331
588	0.05450547702
589	0.05448902129
590	0.05447588605
591	0.0544554425
592	0.05444372764
593	0.05439191807
594	0.05437947525
595	0.05436485597
596	0.05435252412
597	0.05433772518
598	0.05432386566
599	0.05430899042
600	0.05419487304
601	0.05418395875
602	0.05416953415
603	0.05415593732
604	0.05414282593
605	0.05411157504
606	0.05406394832
607	0.05405098222
608	0.05398207921
609	0.05396961598
610	0.05392637901
611	0.0539000383
612	0.05377528489
613	0.05376200035
614	0.05374877816
615	0.05373580241
616	0.05372102163
617	0.05370011119
618	0.05366722735
619	0.05360574095
620	0.05359316645
621	0.05358088859
622	0.05356201597
623	0.05354462878
624	0.05353201039
625	0.05351516828
626	0.0535016136
627	0.05348371517
628	0.0534712618
629	0.05345835624
630	0.05342800758
631	0.05341093841
632	0.05336684712
633	0.05335191002
634	0.05333925029
635	0.05332619246
636	0.05331469969
637	0.05330183455
638	0.05328262436
639	0.05327046366
640	0.05325060109
641	0.05322463258
642	0.05321267457
643	0.05319819837
644	0.05318607122
645	0.05317410675
646	0.05311112532
647	0.05309882115
648	0.05308278765
649	0.05298780416
650	0.05295409596
651	0.05293945332
652	0.05292721545
653	0.05287125532
654	0.05285885225
655	0.05284675232
656	0.05283394986
657	0.0528198838
658	0.05280747084
659	0.052795274
660	0.05278308761
661	0.05277078031
662	0.05275850223
663	0.05274409836
664	0.05273152236
665	0.05271855347
666	0.05270608548
667	0.05269366134
668	0.05268182759
669	0.05266954976
670	0.05265238106
671	0.05264230259
672	0.05262764857
673	0.05261575399
674	0.05260387268
675	0.05259111923
676	0.0525793117
677	0.05256705951
678	0.0525009091
679	0.05245543297
680	0.05244358663
681	0.05242697429
682	0.05240655157
683	0.05239445879
684	0.0523825117
685	0.05236902843
686	0.05235466916
687	0.05233743823
688	0.05232548739
689	0.05231344781
690	0.05230143995
691	0.05228698149
692	0.05227478284
693	0.05226262802
694	0.05225169473
695	0.05223851979
696	0.05219339619
697	0.05217889479
698	0.05216688525
699	0.05215543662
700	0.05214354388
701	0.05213140008
702	0.052119379
703	0.05210476146
704	0.05208906087
705	0.05207722146
706	0.05203955886
707	0.05202775154
708	0.05201603062
709	0.05200427459
710	0.05199201061
711	0.05197006274
712	0.05195815783
713	0.05194397776
714	0.05192080436
715	0.05190953781
716	0.05182953236
717	0.05181574179
718	0.05180503624
719	0.05179162402
720	0.05178047
721	0.05176926256
722	0.05175575071
723	0.05174453083
724	0.05173320229
725	0.0517191514
726	0.05170794565
727	0.05169527094
728	0.05167882096
729	0.05166747396
730	0.05165596656
731	0.0516419826
732	0.05163048763
733	0.05160571909
734	0.05159428781
735	0.05158263279
736	0.05157066524
737	0.05155894813
738	0.05153807388
739	0.05152680616
740	0.05151516135
741	0.05150109633
742	0.05148974268
743	0.05147827718
744	0.05146669883
745	0.05145513756
746	0.05144363074
747	0.05143226079
748	0.05142047634
749	0.05140568747
750	0.05139459587
751	0.05137835964
752	0.05136701737
753	0.05135589577
754	0.05134411242
755	0.05132720633
756	0.05129147135
757	0.05128008495
758	0.05125646058
759	0.05124564563
760	0.0512340122
761	0.05122294683
762	0.05121156927
763	0.05119421346
764	0.0511830568
765	0.0511718185
766	0.05116043178
767	0.0511489918
768	0.0511352891
769	0.05112391307
770	0.05111260571
771	0.05110122638
772	0.0510896102
773	0.05107837784
774	0.05106725821
775	0.05105579744
776	0.05104188299
777	0.0509893471
778	0.05097815829
779	0.05096656818
780	0.05095572418
781	0.05094189749
782	0.05093103512
783	0.05091999802
784	0.05090901462
785	0.05089760143
786	0.05088664835
787	0.05087582783
788	0.05086249195
789	0.0508514226
790	0.05084055027
791	0.05082239134
792	0.05076355254
793	0.05074240985
794	0.05073203589
795	0.05072140449
796	0.05070692117
797	0.0506962223
798	0.05068566998
799	0.05067469861
800	0.05059940746
801	0.0505879557
802	0.05057571368
803	0.05056535321
804	0.05053984996
805	0.05052685055
806	0.05051668544
807	0.05050636448
808	0.05049313385
809	0.05048279684
810	0.05047222483
811	0.05046181342
812	0.05042350439
813	0.05041033672
814	0.05039508829
815	0.05038449485
816	0.05037402889
817	0.05033960253
818	0.05032906744
819	0.05031833377
820	0.05030514837
821	0.05021822713
822	0.05020256903
823	0.0501880211
824	0.05017657952
825	0.05016543838
826	0.05015409058
827	0.05014280959
828	0.05013187798
829	0.0501116096
830	0.05010002648
831	0.0500889009
832	0.05007796232
833	0.05006656689
834	0.05005574127
835	0.05000886454
836	0.04999783171
837	0.04998208505
838	0.04992718469
839	0.04991390478
840	0.04990337581
841	0.04989279968
842	0.04988204284
843	0.04987008293
844	0.04985965497
845	0.04984910134
846	0.04983802115
847	0.04982245472
848	0.04981222024
849	0.0497912477
850	0.04978113542
851	0.04976806135
852	0.04975780675
853	0.04974028568
854	0.04973000949
855	0.0497169386
856	0.04970658162
857	0.04969143558
858	0.04968126105
859	0.04967079573
860	0.04965789604
861	0.04964741461
862	0.04963690921
863	0.04962654066
864	0.04961599993
865	0.04960534905
866	0.0495950912
867	0.04957939438
868	0.04956883078
869	0.04955385143
870	0.04954349653
871	0.04953049783
872	0.04952011407
873	0.04950984725
874	0.04949943446
875	0.04948905069
876	0.04947849985
877	0.04946751193
878	0.0494571782
879	0.04944681168
880	0.0494364303
881	0.0494235931
882	0.04939621852
883	0.04938589168
884	0.04937575094
885	0.04936599413
886	0.04934643304
887	0.04933633717
888	0.04932571184
889	0.04931518693
890	0.04930506319
891	0.04929498005
892	0.04928484787
893	0.04926974262
894	0.04925960328
895	0.04919689471
896	0.04918758447
897	0.04912925938
898	0.04911933589
899	0.04910944691
900	0.0490517905
901	0.0490423175
902	0.04903259794
903	0.04902283489
904	0.04901074164
905	0.04900089755
906	0.0489846946
907	0.04897504753
908	0.04896278537
909	0.04889545114
910	0.04888394228
911	0.04887443579
912	0.04885459998
913	0.04884506852
914	0.04883317409
915	0.04882377573
916	0.04881413521
917	0.04880229686
918	0.04879273688
919	0.04878308476
920	0.04877095852
921	0.04876115901
922	0.04875168401
923	0.04874200375
924	0.04873228387
925	0.04871985331
926	0.04871010541
927	0.04870023185
928	0.04869040265
929	0.04867814443
930	0.04866855204
931	0.04865832707
932	0.04864851813
933	0.04863877862
934	0.04862856411
935	0.04861890709
936	0.04860914821
937	0.04859698396
938	0.0485893595
939	0.04857697894
940	0.04855012031
941	0.04853432893
942	0.04852209232
943	0.04849595357
944	0.04848592172
945	0.0484744288
946	0.04846514468
947	0.04845567459
948	0.04844360558
949	0.04843395245
950	0.04839196763
951	0.0483756322
952	0.04836378245
953	0.04835449714
954	0.0483453686
955	0.04833595754
956	0.04828313961
957	0.04827368408
958	0.0482641951
959	0.04825491687
960	0.04824300666
961	0.04823351242
962	0.04822420493
963	0.0482149149
964	0.04819146734
965	0.04813701821
966	0.04812779459
967	0.04811864962
968	0.04810676964
969	0.04809737087
970	0.04808803745
971	0.04807883198
972	0.04806943056
973	0.04804077336
974	0.04803153693
975	0.04801969923
976	0.04790063545
977	0.04789306767
978	0.04788300602
979	0.04787307793
980	0.0478630066
981	0.04785333489
982	0.04784342909
983	0.04783343031
984	0.04782367668
985	0.04781384757
986	0.04777772963
987	0.04776805895
988	0.04775869222
989	0.04774001724
990	0.04770488749
991	0.04769524432
992	0.04763813058
993	0.04762905312
994	0.04761994255
995	0.0476085269
996	0.04759897229
997	0.04758996169
998	0.04757648104
999	0.04756489918
