iter	Passed	Remaining
163	23390	119236
164	23530	119080
165	23671	118929
166	23811	118773
167	23952	118621
168	24093	118469
169	24230	118303
170	24369	118141
171	24513	118008
172	24663	117901
173	24815	117800
174	24975	117743
175	25123	117623
176	25272	117510
177	25418	117383
178	25569	117276
179	25717	117158
180	25865	117037
181	26009	116898
182	26151	116754
183	26290	116593
184	26431	116442
185	26571	116283
186	26710	116125
187	26850	115970
188	26990	115815
189	27131	115665
190	27276	115533
191	27415	115373
192	27554	115215
193	27693	115058
194	27833	114900
195	27970	114734
196	28109	114577
197	28247	114417
198	28387	114263
199	28525	114103
200	28666	113951
201	28804	113792
202	28943	113633
203	29081	113474
204	29221	113321
205	29364	113181
206	29506	113035
207	29644	112876
208	29783	112720
209	29920	112558
210	30064	112420
211	30202	112260
212	30343	112114
213	30482	111957
214	30621	111805
215	30761	111651
216	30900	111497
217	31037	111336
218	31176	111182
219	31314	111025
220	31458	110886
221	31596	110730
222	31737	110581
223	31874	110424
224	32013	110268
225	32157	110133
226	32309	110023
227	32458	109904
228	32609	109790
229	32773	109719
230	32923	109601
231	33071	109477
232	33223	109366
233	33371	109240
234	33519	109117
235	33664	108980
236	33812	108855
237	33957	108720
238	34099	108575
239	34239	108424
240	34384	108290
241	34523	108135
242	34661	107979
243	34800	107824
244	34941	107677
245	35086	107541
246	35236	107420
247	35383	107292
248	35537	107184
249	35686	107060
250	35833	106930
251	35980	106798
252	36130	106678
253	36279	106554
254	36430	106433
255	36578	106305
256	36729	106187
257	36878	106061
258	37028	105939
259	37171	105795
260	37321	105672
261	37462	105523
262	37603	105374
263	37752	105249
264	37898	105113
265	38040	104967
266	38185	104832
267	38329	104689
268	38468	104537
269	38613	104398
270	38758	104262
271	38901	104117
272	39043	103972
273	39180	103813
274	39320	103662
275	39458	103506
276	39600	103361
277	39739	103208
278	39880	103060
279	40019	102907
280	40159	102755
281	40296	102598
282	40435	102447
283	40575	102295
284	40714	102144
285	40854	101993
286	40995	101846
287	41132	101688
288	41272	101538
289	41411	101386
290	41551	101236
291	41691	101087
292	41830	100936
293	41968	100782
294	42109	100634
295	42246	100479
296	42386	100329
297	42524	100174
298	42664	100027
299	42802	99872
300	42942	99724
301	43083	99577
302	43226	99434
303	43367	99289
304	43509	99144
305	43648	98994
306	43791	98851
307	43928	98696
308	44067	98546
309	44206	98395
310	44346	98246
311	44484	98093
312	44624	97946
313	44762	97793
314	44903	97647
315	45041	97495
316	45183	97351
317	45320	97196
318	45460	97048
319	45598	96896
320	45739	96750
321	45879	96603
322	46023	96464
323	46163	96316
324	46307	96177
325	46457	96049
326	46608	95924
327	46754	95790
328	46902	95657
329	47049	95525
330	47202	95403
331	47351	95274
332	47501	95145
333	47652	95020
334	47812	94912
335	47959	94776
336	48106	94643
337	48246	94494
338	48391	94356
339	48531	94209
340	48677	94072
341	48826	93940
342	48976	93812
343	49124	93680
344	49274	93550
345	49423	93419
346	49572	93287
347	49718	93150
348	49871	93026
349	50016	92887
350	50164	92754
351	50310	92616
352	50459	92485
353	50603	92344
354	50746	92201
355	50885	92051
356	51027	91906
357	51168	91760
358	51309	91614
359	51447	91462
360	51589	91317
361	51729	91170
362	51873	91028
363	52013	90881
364	52154	90735
365	52296	90590
366	52439	90447
367	52578	90297
368	52718	90150
369	52858	90001
370	52998	89854
371	53136	89703
372	53278	89558
373	53416	89409
374	53557	89262
375	53695	89111
376	53837	88967
377	53975	88817
378	54117	88673
379	54256	88524
380	54397	88377
381	54538	88233
382	54682	88091
383	54820	87940
384	54965	87802
385	55110	87662
386	55258	87528
387	55406	87394
388	55555	87261
389	55700	87121
390	55847	86984
391	55996	86851
392	56143	86715
393	56286	86572
394	56432	86434
395	56577	86295
396	56723	86157
397	56867	86016
398	57008	85870
399	57148	85722
400	57290	85578
401	57431	85432
402	57573	85288
403	57721	85153
404	57869	85018
405	58025	84893
406	58186	84778
407	58335	84643
408	58484	84509
409	58632	84373
410	58781	84239
411	58928	84102
412	59078	83968
413	59226	83832
414	59372	83694
415	59519	83556
416	59669	83423
417	59818	83287
418	59961	83145
419	60105	83003
420	60247	82858
421	60386	82709
422	60531	82569
423	60676	82428
424	60822	82288
425	60966	82147
426	61109	82003
427	61253	81862
428	61398	81721
429	61539	81575
430	61684	81435
431	61829	81293
432	61973	81152
433	62115	81008
434	62260	80866
435	62402	80723
436	62546	80580
437	62689	80436
438	62833	80294
439	62976	80152
440	63118	80007
441	63260	79863
442	63405	79721
443	63546	79575
444	63690	79433
445	63832	79289
446	63975	79146
447	64118	79003
448	64262	78861
449	64405	78717
450	64550	78576
451	64690	78430
452	64834	78288
453	64976	78143
454	65120	78001
455	65262	77856
456	65407	77715
457	65548	77570
458	65694	77430
459	65836	77286
460	65980	77144
461	66122	76999
462	66266	76857
463	66407	76712
464	66554	76573
465	66695	76428
466	66840	76286
467	66983	76143
468	67126	76000
469	67270	75858
470	67417	75719
471	67557	75573
472	67702	75431
473	67843	75285
474	67985	75142
475	68128	74999
476	68273	74857
477	68417	74715
478	68561	74573
479	68704	74430
480	68849	74288
481	68991	74144
482	69135	74002
483	69279	73859
484	69422	73716
485	69565	73573
486	69715	73437
487	69862	73298
488	70010	73160
489	70153	73017
490	70300	72878
491	70441	72732
492	70585	72589
493	70723	72441
494	70869	72301
495	71012	72157
496	71157	72016
497	71298	71871
498	71451	71738
499	71593	71593
500	71738	71452
501	71882	71310
502	72026	71167
503	72166	71021
504	72313	70881
505	72457	70738
506	72605	70600
507	72748	70456
508	72892	70314
509	73042	70178
510	73187	70036
511	73332	69894
512	73479	69755
513	73622	69612
514	73781	69484
515	73928	69344
516	74090	69218
517	74234	69075
518	74380	68934
519	74529	68796
520	74673	68653
521	74813	68507
522	74957	68364
523	75099	68220
524	75245	68078
525	75388	67935
526	75533	67794
527	75673	67647
528	75819	67506
529	75961	67362
530	76113	67226
531	76256	67082
532	76408	66946
533	76551	66803
534	76696	66661
535	76839	66518
536	76984	66375
537	77126	66231
538	77274	66091
539	77419	65949
540	77566	65809
541	77710	65666
542	77857	65526
543	78000	65382
544	78144	65240
545	78285	65094
546	78430	64952
547	78570	64806
548	78716	64664
549	78858	64520
550	79003	64378
551	79144	64233
552	79291	64092
553	79432	63947
554	79576	63804
555	79718	63660
556	79864	63518
557	80005	63373
558	80149	63230
559	80290	63085
560	80437	62944
561	80581	62802
562	80728	62661
563	80871	62517
564	81013	62373
565	81155	62228
566	81303	62089
567	81454	61951
568	81596	61807
569	81737	61661
570	81881	61518
571	82022	61373
572	82169	61232
573	82314	61090
574	82458	60947
575	82598	60801
576	82741	60658
577	82881	60512
578	83027	60370
579	83168	60225
580	83312	60082
581	83453	59937
582	83597	59794
583	83740	59650
584	83885	59508
585	84026	59363
586	84175	59223
587	84317	59079
588	84461	58936
589	84603	58792
590	84748	58650
591	84889	58505
592	85034	58362
593	85176	58218
594	85321	58076
595	85461	57930
596	85604	57786
597	85744	57640
598	85893	57501
599	86037	57358
600	86184	57217
601	86327	57073
602	86471	56930
603	86613	56786
604	86760	56645
605	86903	56501
606	87047	56358
607	87188	56213
608	87334	56071
609	87474	55926
610	87618	55782
611	87757	55637
612	87901	55494
613	88041	55348
614	88187	55206
615	88328	55061
616	88473	54919
617	88614	54774
618	88758	54631
619	88902	54488
620	89047	54346
621	89189	54201
622	89333	54059
623	89474	53914
624	89621	53773
625	89763	53628
626	89910	53487
627	90052	53343
628	90207	53206
629	90348	53062
630	90491	52918
631	90631	52772
632	90774	52629
633	90914	52483
634	91056	52339
635	91198	52195
636	91344	52053
637	91485	51908
638	91629	51765
639	91771	51621
640	91915	51478
641	92056	51333
642	92200	51190
643	92340	51045
644	92484	50902
645	92626	50758
646	92771	50615
647	92912	50470
648	93059	50329
649	93202	50185
650	93354	50047
651	93499	49904
652	93648	49763
653	93793	49621
654	93940	49480
655	94082	49335
656	94231	49195
657	94379	49054
658	94529	48914
659	94675	48772
660	94824	48631
661	94969	48489
662	95117	48347
663	95258	48203
664	95403	48060
665	95544	47915
666	95689	47773
667	95832	47629
668	95978	47486
669	96122	47343
670	96272	47203
671	96412	47058
672	96557	46915
673	96696	46770
674	96842	46627
675	96982	46482
676	97127	46339
677	97269	46195
678	97418	46054
679	97560	45910
680	97705	45767
681	97844	45622
682	97989	45479
683	98128	45334
684	98272	45190
685	98415	45047
686	98559	44904
687	98700	44759
688	98845	44616
689	98986	44472
690	99130	44329
691	99272	44184
692	99415	44041
693	99558	43897
694	99704	43755
695	99844	43610
696	99990	43467
697	100130	43322
698	100276	43180
699	100416	43035
700	100560	42892
701	100704	42749
702	100847	42605
703	100988	42461
704	101133	42318
705	101272	42173
706	101417	42030
707	101558	41885
708	101703	41742
709	101842	41597
710	101985	41454
711	102126	41309
712	102269	41166
713	102411	41022
714	102554	40878
715	102696	40734
716	102840	40591
717	102986	40448
718	103135	40307
719	103292	40169
720	103440	40027
721	103587	39885
722	103735	39743
723	103877	39599
724	104022	39456
725	104164	39312
726	104309	39169
727	104450	39025
728	104597	38883
729	104742	38740
730	104888	38597
731	105033	38454
732	105183	38313
733	105323	38169
734	105468	38026
735	105608	37881
736	105753	37738
737	105894	37594
738	106041	37451
739	106185	37308
740	106331	37165
741	106472	37021
742	106619	36879
743	106759	36734
744	106904	36591
745	107047	36447
746	107192	36304
747	107337	36161
748	107488	36020
749	107631	35877
750	107778	35734
751	107921	35590
752	108067	35448
753	108210	35304
754	108359	35163
755	108505	35020
756	108652	34877
757	108798	34735
758	108946	34592
759	109092	34450
760	109238	34307
761	109379	34163
762	109524	34020
763	109664	33875
764	109809	33732
765	109951	33588
766	110096	33445
767	110236	33300
768	110381	33157
769	110522	33013
770	110668	32870
771	110808	32725
772	110952	32582
773	111092	32437
774	111236	32294
775	111377	32150
776	111523	32007
777	111664	31863
778	111808	31719
779	111948	31575
780	112097	31433
781	112251	31292
782	112403	31151
783	112548	31008
784	112696	30865
785	112841	30722
786	112990	30580
787	113130	30436
788	113275	30292
789	113416	30148
790	113561	30005
791	113701	29861
792	113847	29718
793	113987	29573
794	114133	29430
795	114277	29287
796	114422	29143
797	114563	28999
798	114708	28856
799	114848	28712
800	114994	28569
801	115134	28424
802	115280	28281
803	115420	28137
804	115565	27994
805	115710	27850
806	115858	27708
807	116004	27565
808	116154	27423
809	116302	27280
810	116450	27138
811	116594	26994
812	116743	26852
813	116889	26709
814	117039	26567
815	117185	26424
816	117336	26282
817	117483	26139
818	117629	25996
819	117773	25852
820	117918	25709
821	118058	25565
822	118204	25421
823	118345	25277
824	118494	25135
825	118640	24992
826	118787	24849
827	118933	24705
828	119081	24563
829	119224	24419
830	119369	24276
831	119511	24132
832	119658	23989
833	119800	23845
834	119944	23701
835	120089	23558
836	120235	23414
837	120376	23270
838	120520	23127
839	120660	22982
840	120808	22840
841	120948	22695
842	121093	22552
843	121238	22409
844	121391	22267
845	121534	22123
846	121679	21979
847	121822	21836
848	121966	21692
849	122105	21548
850	122252	21404
851	122396	21261
852	122539	21117
853	122678	20973
854	122825	20830
855	122964	20685
856	123111	20542
857	123251	20398
858	123396	20254
859	123536	20110
860	123682	19967
861	123823	19823
862	123968	19679
863	124110	19535
864	124257	19392
865	124399	19248
866	124545	19105
867	124687	18961
868	124833	18818
869	124974	18674
870	125123	18531
871	125265	18387
872	125411	18244
873	125552	18100
874	125698	17956
875	125840	17813
876	125985	17669
877	126127	17525
878	126274	17382
879	126416	17238
880	126562	17095
881	126702	16951
882	126849	16807
883	126997	16664
884	127143	16521
885	127285	16377
886	127431	16234
887	127572	16090
888	127718	15946
889	127857	15802
890	128005	15659
891	128146	15515
892	128298	15372
893	128439	15228
894	128591	15086
895	128742	14943
896	128900	14801
897	129054	14658
898	129208	14516
899	129353	14372
900	129508	14230
901	129657	14087
902	129811	13944
903	129960	13801
904	130111	13658
905	130253	13514
906	130403	13371
907	130543	13226
908	130692	13083
909	130842	12940
910	130998	12797
911	131150	12654
912	131303	12511
913	131452	12368
914	131607	12225
915	131757	12082
916	131912	11939
917	132070	11797
918	132226	11654
919	132367	11510
920	132521	11367
921	132663	11223
922	132813	11079
923	132962	10936
924	133116	10793
925	133266	10649
926	133419	10506
927	133561	10362
928	133710	10219
929	133852	10074
930	133998	9931
931	134139	9787
932	134289	9643
933	134438	9499
934	134583	9356
935	134723	9211
936	134869	9068
937	135010	8923
938	135156	8780
939	135297	8636
940	135443	8492
941	135582	8347
942	135730	8204
943	135871	8060
944	136016	7916
945	136158	7772
946	136305	7628
947	136446	7484
948	136592	7340
949	136734	7196
950	136881	7052
951	137021	6908
952	137169	6764
953	137310	6620
954	137457	6477
955	137598	6332
956	137747	6189
957	137886	6045
958	138032	5901
959	138173	5757
960	138320	5613
961	138461	5469
962	138606	5325
963	138745	5181
964	138892	5037
965	139035	4893
966	139182	4749
967	139322	4605
968	139469	4461
969	139611	4317
970	139767	4174
971	139910	4030
972	140056	3886
973	140198	3742
974	140344	3598
975	140484	3454
976	140633	3310
977	140774	3166
978	140921	3022
979	141063	2878
980	141211	2734
981	141353	2590
982	141500	2447
983	141641	2303
984	141787	2159
985	141928	2015
986	142074	1871
987	142219	1727
988	142368	1583
989	142508	1439
990	142654	1295
991	142794	1151
992	142941	1007
993	143082	863
994	143228	719
995	143368	575
996	143515	431
997	143654	287
998	143802	143
999	143943	0
